location,price,type,bds,ba,area,zip_code,url,total_found
"500 J St #1806, Sacramento, CA 95814",1999999,Condo for sale,2,3,1734,94203,https://www.zillow.com/homedetails/500-J-St-1806-Sacramento-CA-95814/249349705_zpid/,236
"500 N St UNIT 304, Sacramento, CA 95814",465000,Condo for sale,2,2,1261,94203,https://www.zillow.com/homedetails/500-N-St-UNIT-304-Sacramento-CA-95814/25783333_zpid/,236
"1127 15th St PENTHOUSE 1306, Sacramento, CA 95814",999000,Condo for sale,2,2,1359,94203,https://www.zillow.com/homedetails/1127-15th-St-PENTHOUSE-1306-Sacramento-CA-95814/82885105_zpid/,236
"440 Garden Hwy, Sacramento, CA 95833",99900,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/440-Garden-Hwy-Sacramento-CA-95833/96023783_zpid/,236
"1818 L St UNIT 812, Sacramento, CA 95811",1950000,Condo for sale,2,2,2092,94203,https://www.zillow.com/homedetails/1818-L-St-UNIT-812-Sacramento-CA-95811/82817542_zpid/,236
"500 J St UNIT 1806, Sacramento, CA 95814",1999999,Condo for sale,2,3,1734,94203,https://www.zillow.com/homedetails/500-J-St-UNIT-1806-Sacramento-CA-95814/2086606268_zpid/,236
"1909 5th St, Sacramento, CA 95811",799900,New construction,3,4,1993,94203,https://www.zillow.com/homedetails/1909-5th-St-Sacramento-CA-95811/250743993_zpid/,236
"1140 Fremont Way, Sacramento, CA 95818",765000,Apartment for sale,4,,1673,94203,https://www.zillow.com/homedetails/1140-Fremont-Way-Sacramento-CA-95818/25793973_zpid/,236
"0 Montgomery Way, Sacramento, CA 95818",450000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/0-Montgomery-Way-Sacramento-CA-95818/2081737761_zpid/,236
"317 15th St, Sacramento, CA 95814",629000,Apartment for sale,4,,1000,94203,https://www.zillow.com/homedetails/317-15th-St-Sacramento-CA-95814/25777375_zpid/,236
"Plan A Plan, 14E",629990,New construction,2,4,1555,94203,https://www.zillow.com/community/14e/2079573953_zpid/,236
"2244 Pierce Arrow Ln, Sacramento, CA 95818",849165,New construction,3,3,2129,94203,https://www.zillow.com/homedetails/2244-Pierce-Arrow-Ln-Sacramento-CA-95818/2078334193_zpid/,236
"428 S St, Sacramento, CA 95811",669900,House for sale,2,4,1737,94203,https://www.zillow.com/homedetails/428-S-St-Sacramento-CA-95811/89162693_zpid/,236
"1127 15th St #P303, Sacramento, CA 95814",449000,Condo for sale,1,2,749,94203,https://www.zillow.com/homedetails/1127-15th-St-P303-Sacramento-CA-95814/2080714226_zpid/,236
"2718-2726 S St, Sacramento, CA 95816",525000,Apartment for sale,,,,94203,https://www.zillow.com/homedetails/2718-2726-S-St-Sacramento-CA-95816/2080113314_zpid/,236
"1809 V St, Sacramento, CA 95818",868000,Apartment for sale,7,,,94203,https://www.zillow.com/homedetails/1809-V-St-Sacramento-CA-95818/25790288_zpid/,236
"2219 H St, Sacramento, CA 95816",1199000,Apartment for sale,5,,,94203,https://www.zillow.com/homedetails/2219-H-St-Sacramento-CA-95816/2079034568_zpid/,236
"1421 Garden Hwy, Sacramento, CA 95833",899950,Condo for sale,3,3,2266,94203,https://www.zillow.com/homedetails/1421-Garden-Hwy-Sacramento-CA-95833/26088396_zpid/,236
"756 Mcclatchy Way, Sacramento, CA 95818",546933,Auction,3,1,1268,94203,https://www.zillow.com/homedetails/756-Mcclatchy-Way-Sacramento-CA-95818/25789863_zpid/,236
"So Ro Plan, Ro Homes",560000,New construction,2,3,1588,94203,https://www.zillow.com/community/ro-homes/2080717761_zpid/,236
"1412 E St, Sacramento, CA 95814",656434,New construction,2,4,1555,94203,https://www.zillow.com/homedetails/1412-E-St-Sacramento-CA-95814/325579517_zpid/,236
"Residence 2 Plan, Icon @ 14th & C",634990,New construction,3,4,1704,94203,https://www.zillow.com/community/icon-14th-c/2079580322_zpid/,236
"1722 G St, Sacramento, CA 95811",2200000,Apartment for sale,12,,,94203,https://www.zillow.com/homedetails/1722-G-St-Sacramento-CA-95811/2078926678_zpid/,236
"2830 O St, Sacramento, CA 95816",560900,Condo for sale,2,1,1192,94203,https://www.zillow.com/homedetails/2830-O-St-Sacramento-CA-95816/148169732_zpid/,236
"No Ro Plan, Ro Homes",605000,New construction,2,3,1615,94203,https://www.zillow.com/community/ro-homes/2080717760_zpid/,236
"21 Icon Walk, Sacramento, CA 95814",614990,New construction,2,3,1618,94203,https://www.zillow.com/homedetails/21-Icon-Walk-Sacramento-CA-95814/300344968_zpid/,236
"5 Icon Walk, Sacramento, CA 95814",634990,New construction,3,4,1704,94203,https://www.zillow.com/homedetails/5-Icon-Walk-Sacramento-CA-95814/300343727_zpid/,236
"2718 S St, Sacramento, CA 95816",525000,Apartment for sale,2,,800,94203,https://www.zillow.com/homedetails/2718-S-St-Sacramento-CA-95816/249345777_zpid/,236
"1437 Garden Hwy, Sacramento, CA 95833",1325900,Condo for sale,3,3,2354,94203,https://www.zillow.com/homedetails/1437-Garden-Hwy-Sacramento-CA-95833/96029843_zpid/,236
"504 Alisal Ln, Sacramento, CA 95814",549990,New construction,2,3,1521,94203,https://www.zillow.com/homedetails/504-Alisal-Ln-Sacramento-CA-95814/325579515_zpid/,236
"603 Andrew St, West Sacramento, CA 95605",599000,Apartment for sale,4,4,1600,94203,https://www.zillow.com/homedetails/603-Andrew-St-West-Sacramento-CA-95605/16513747_zpid/,236
"425 18th St, Sacramento, CA 95811",950000,Apartment for sale,2,,3049,94203,https://www.zillow.com/homedetails/425-18th-St-Sacramento-CA-95811/25778066_zpid/,236
"1414 E St, Sacramento, CA 95814",629990,New construction,2,4,1555,94203,https://www.zillow.com/homedetails/1414-E-St-Sacramento-CA-95814/325579511_zpid/,236
"1818 L St UNIT 507, Sacramento, CA 95811",529000,Condo for sale,1,1,942,94203,https://www.zillow.com/homedetails/1818-L-St-UNIT-507-Sacramento-CA-95811/82889826_zpid/,236
"500 N St UNIT 1208, Sacramento, CA 95814",575000,Condo for sale,2,2,1261,94203,https://www.zillow.com/homedetails/500-N-St-UNIT-1208-Sacramento-CA-95814/2090029324_zpid/,236
"2611 U Street, Sacramento, CA 95818",2250000,Apartment for sale,10,,,94203,https://www.zillow.com/homedetails/2611-U-Street-Sacramento-CA-95818/2101269002_zpid/,236
"1911 5th St, Sacramento, CA 95811",799900,New construction,3,4,1993,94203,https://www.zillow.com/homedetails/1911-5th-St-Sacramento-CA-95811/250745462_zpid/,236
"114 5th St, West Sacramento, CA 95605",320000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/114-5th-St-West-Sacramento-CA-95605/122169144_zpid/,236
"2854 Trigo Way, Sacramento, CA 95833",455000,House for sale,3,3,1836,94203,https://www.zillow.com/homedetails/2854-Trigo-Way-Sacramento-CA-95833/26088690_zpid/,236
"3624 34th St, Sacramento, CA 95817",475000,Apartment for sale,4,2,1872,94203,https://www.zillow.com/homedetails/3624-34th-St-Sacramento-CA-95817/25798725_zpid/,236
"2143 7th Ave, Sacramento, CA 95818",649900,House for sale,3,2,1412,94203,https://www.zillow.com/homedetails/2143-7th-Ave-Sacramento-CA-95818/111434085_zpid/,236
"1558 Cedarbrook Rd, West Sacramento, CA 95691",465000,House for sale,3,2,1656,94203,https://www.zillow.com/homedetails/1558-Cedarbrook-Rd-West-Sacramento-CA-95691/61225301_zpid/,236
"600 11th St, West Sacramento, CA 95691",359888,House for sale,3,1,1083,94203,https://www.zillow.com/homedetails/600-11th-St-West-Sacramento-CA-95691/16534116_zpid/,236
"634 Cummins Way, West Sacramento, CA 95605",599000,Apartment for sale,4,4,2400,94203,https://www.zillow.com/homedetails/634-Cummins-Way-West-Sacramento-CA-95605/16513895_zpid/,236
"354 Bannon St, Sacramento, CA 95811",425000,Condo for sale,2,1,2149,94203,https://www.zillow.com/homedetails/354-Bannon-St-Sacramento-CA-95811/2078841762_zpid/,236
"3009 T St, Sacramento, CA 95816",974997,Apartment for sale,2,,3325,94203,https://www.zillow.com/homedetails/3009-T-St-Sacramento-CA-95816/25790219_zpid/,236
"3014 Baldwin St, Sacramento, CA 95818",839108,New construction,4,4,2716,94203,https://www.zillow.com/homedetails/3014-Baldwin-St-Sacramento-CA-95818/2078333861_zpid/,236
"1433 Garden Hwy, Sacramento, CA 95833",1295000,Condo for sale,3,3,2350,94203,https://www.zillow.com/homedetails/1433-Garden-Hwy-Sacramento-CA-95833/96011624_zpid/,236
"925 W St, Sacramento, CA 95818",849900,Apartment for sale,5,,2920,94203,https://www.zillow.com/homedetails/925-W-St-Sacramento-CA-95818/82892285_zpid/,236
"1824 5th St, Sacramento, CA 95811",809000,New construction,3,3,1696,94203,https://www.zillow.com/homedetails/1824-5th-St-Sacramento-CA-95811/250744154_zpid/,236
"1140-1142 Fremont Way, Sacramento, CA 95818",765000,Apartment for sale,,,,94203,https://www.zillow.com/homedetails/1140-1142-Fremont-Way-Sacramento-CA-95818/2080453715_zpid/,236
"844 Hardy Dr, West Sacramento, CA 95605",--,Auction,3,1,952,94203,https://www.zillow.com/homedetails/844-Hardy-Dr-West-Sacramento-CA-95605/16514764_zpid/,236
"1412 V St, Sacramento, CA 95818",829900,Condo for sale,2,2,1372,94203,https://www.zillow.com/homedetails/1412-V-St-Sacramento-CA-95818/25789236_zpid/,236
"954 Azusa St, Sacramento, CA 95833",299000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/954-Azusa-St-Sacramento-CA-95833/26087860_zpid/,236
"1818 L St UNIT 808, Sacramento, CA 95811",789900,Condo for sale,1,2,1044,94203,https://www.zillow.com/homedetails/1818-L-St-UNIT-808-Sacramento-CA-95811/82887265_zpid/,236
"500 J St #1402, Sacramento, CA 95814",935000,Condo for sale,1,1,797,94203,https://www.zillow.com/homedetails/500-J-St-1402-Sacramento-CA-95814/2079555518_zpid/,236
"3255 W St, Sacramento, CA 95817",225000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/3255-W-St-Sacramento-CA-95817/25791024_zpid/,236
"Residence 3 Plan, Icon @ 14th & C",624562,New construction,3,4,1662,94203,https://www.zillow.com/community/icon-14th-c/2079580320_zpid/,236
"420 Cleveland Ave, Sacramento, CA 95833",639000,Apartment for sale,1,,,94203,https://www.zillow.com/homedetails/420-Cleveland-Ave-Sacramento-CA-95833/2090069703_zpid/,236
"2425 Bannon St, Sacramento, CA 95811",849000,New construction,3,3,1925,94203,https://www.zillow.com/homedetails/2425-Bannon-St-Sacramento-CA-95811/325579643_zpid/,236
"500 N St UNIT 1105, Sacramento, CA 95814",558900,Condo for sale,2,2,1261,94203,https://www.zillow.com/homedetails/500-N-St-UNIT-1105-Sacramento-CA-95814/25783414_zpid/,236
"Plan B Plan, 14E",549990,New construction,2,3,1521,94203,https://www.zillow.com/community/14e/2079573950_zpid/,236
"2435 Bannon St, Sacramento, CA 95811",859000,New construction,3,3,1940,94203,https://www.zillow.com/homedetails/2435-Bannon-St-Sacramento-CA-95811/325579648_zpid/,236
"502 Alisal Ln, Sacramento, CA 95814",559990,New construction,2,3,1521,94203,https://www.zillow.com/homedetails/502-Alisal-Ln-Sacramento-CA-95814/325579516_zpid/,236
"2433 Bannon St, Sacramento, CA 95811",859000,New construction,3,3,1940,94203,https://www.zillow.com/homedetails/2433-Bannon-St-Sacramento-CA-95811/325579647_zpid/,236
"Plan / B1 Plan, 9th & Broadway",874500,New construction,3,3,2014,94203,https://www.zillow.com/community/9th-broadway/2078855729_zpid/,236
"1818 L St UNIT 713, Sacramento, CA 95811",750000,Condo for sale,1,2,1219,94203,https://www.zillow.com/homedetails/1818-L-St-UNIT-713-Sacramento-CA-95811/82885984_zpid/,236
"2439 Bannon St, Sacramento, CA 95811",874500,New construction,3,3,2014,94203,https://www.zillow.com/homedetails/2439-Bannon-St-Sacramento-CA-95811/325579650_zpid/,236
"3141 W St, Sacramento, CA 95817",158868,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/3141-W-St-Sacramento-CA-95817/96031584_zpid/,236
"2427 Bannon St, Sacramento, CA 95811",859000,New construction,3,3,1940,94203,https://www.zillow.com/homedetails/2427-Bannon-St-Sacramento-CA-95811/325579644_zpid/,236
"1913 5th St, Sacramento, CA 95811",799900,New construction,3,4,1993,94203,https://www.zillow.com/homedetails/1913-5th-St-Sacramento-CA-95811/250744186_zpid/,236
"2437 Bannon St, Sacramento, CA 95811",859000,New construction,3,3,1940,94203,https://www.zillow.com/homedetails/2437-Bannon-St-Sacramento-CA-95811/325579649_zpid/,236
"0 D St, Sacramento, CA 95816",175000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/0-D-St-Sacramento-CA-95816/2084542577_zpid/,236
"2431 Bannon St, Sacramento, CA 95811",859000,New construction,3,3,1940,94203,https://www.zillow.com/homedetails/2431-Bannon-St-Sacramento-CA-95811/325579646_zpid/,236
"506 Alisal Ln, Sacramento, CA 95814",599990,New construction,2,3,1521,94203,https://www.zillow.com/homedetails/506-Alisal-Ln-Sacramento-CA-95814/325579514_zpid/,236
"Plan / B2 Plan, 9th & Broadway",859000,New construction,3,3,1940,94203,https://www.zillow.com/community/9th-broadway/2078855731_zpid/,236
"251 N 5th St, Sacramento, CA 95811",540000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/251-N-5th-St-Sacramento-CA-95811/2078833672_zpid/,236
"3131 W St, Sacramento, CA 95817",291132,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/3131-W-St-Sacramento-CA-95817/96027538_zpid/,236
"710 Northfield Dr #21-C, Sacramento, CA 95833",172900,Townhouse for sale,3,2,1052,94203,https://www.zillow.com/homedetails/710-Northfield-Dr-21-C-Sacramento-CA-95833/2079140763_zpid/,236
"Plan C Plan, 14E",599990,New construction,2,3,1521,94203,https://www.zillow.com/community/14e/2079573949_zpid/,236
"2429 Bannon St, Sacramento, CA 95811",859000,New construction,3,3,1940,94203,https://www.zillow.com/homedetails/2429-Bannon-St-Sacramento-CA-95811/325579645_zpid/,236
"400 Lighthouse Dr, West Sacramento, CA 95605",580000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/400-Lighthouse-Dr-West-Sacramento-CA-95605/249669065_zpid/,236
"275 Lighthouse Dr, West Sacramento, CA 95605",3150000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/275-Lighthouse-Dr-West-Sacramento-CA-95605/249669064_zpid/,236
"Plan / B3 Plan, 9th & Broadway",849000,New construction,3,3,1925,94203,https://www.zillow.com/community/9th-broadway/2078855730_zpid/,236
"1725 14th St APT 204, Sacramento, CA 95811",535000,Condo for sale,1,2,745,94203,https://www.zillow.com/homedetails/1725-14th-St-APT-204-Sacramento-CA-95811/89162749_zpid/,236
"2611 S St, Sacramento, CA 95816",540000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/2611-S-St-Sacramento-CA-95816/96024627_zpid/,236
"3241 W St, Sacramento, CA 95817",225000,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/3241-W-St-Sacramento-CA-95817/25791025_zpid/,236
"1413-1412 V St, Sacramento, CA 95818",229900,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/1413-1412-V-St-Sacramento-CA-95818/2080360987_zpid/,236
"1409-1412 V St, Sacramento, CA 95818",229900,Lot / Land for sale,,,,94203,https://www.zillow.com/homedetails/1409-1412-V-St-Sacramento-CA-95818/2080361148_zpid/,236
"2018 X St, Sacramento, CA 95818",430000,House for sale,2,1,1068,94203,https://www.zillow.com/homedetails/2018-X-St-Sacramento-CA-95818/25790917_zpid/,236
"4218 12th Ave, Sacramento, CA 95817",274000,House for sale,2,1,744,94203,https://www.zillow.com/homedetails/4218-12th-Ave-Sacramento-CA-95817/25800825_zpid/,236
"Platinum Ln, West Sacramento, CA 95691",475000,Coming soon,3,3,1626,94203,https://www.zillow.com/homedetails/805-Platinum-Ln-West-Sacramento-CA-95691/72557998_zpid/,236
"3166 B St, Sacramento, CA 95816",618982,Pre-foreclosure,3,1,1219,94203,https://www.zillow.com/homedetails/3166-B-St-Sacramento-CA-95816/25777951_zpid/,236
"1400 Helmsman Way, Sacramento, CA 95833",337350,Pre-foreclosure,3,3,1328,94203,https://www.zillow.com/homedetails/1400-Helmsman-Way-Sacramento-CA-95833/26088622_zpid/,236
"1045 Fremont Blvd, West Sacramento, CA 95605",353707,Pre-foreclosure,3,2,1504,94203,https://www.zillow.com/homedetails/1045-Fremont-Blvd-West-Sacramento-CA-95605/16515101_zpid/,236
"1017 Front St, Sacramento, CA 95814",1208830,Pre-foreclosure,,,12240,94203,https://www.zillow.com/homedetails/1017-Front-St-Sacramento-CA-95814/148167591_zpid/,236
"273 3rd St, West Sacramento, CA 95605",385196,Pre-foreclosure,3,4,1556,94203,https://www.zillow.com/homedetails/273-3rd-St-West-Sacramento-CA-95605/72558653_zpid/,236
"1417 Highland Dr, West Sacramento, CA 95691",541034,Pre-foreclosure,5,,2860,94203,https://www.zillow.com/homedetails/1417-Highland-Dr-West-Sacramento-CA-95691/119110659_zpid/,236
"910 2nd St, Sacramento, CA 95814",1391520,Pre-foreclosure,,,9862,94203,https://www.zillow.com/homedetails/910-2nd-St-Sacramento-CA-95814/148167562_zpid/,236
"2457 Donner Way, Sacramento, CA 95818",515740,Pre-foreclosure,2,1,1074,94203,https://www.zillow.com/homedetails/2457-Donner-Way-Sacramento-CA-95818/25797559_zpid/,236
"181 Lightner Ct, Sacramento, CA 95815",356840,Pre-foreclosure,3,2,1532,94203,https://www.zillow.com/homedetails/181-Lightner-Ct-Sacramento-CA-95815/26089975_zpid/,236
"1148 Castro Way, Sacramento, CA 95818",618194,Pre-foreclosure,3,1,1400,94203,https://www.zillow.com/homedetails/1148-Castro-Way-Sacramento-CA-95818/25793555_zpid/,236
"1217 35th St, Sacramento, CA 95816",993046,Pre-foreclosure,3,2,1419,94203,https://www.zillow.com/homedetails/1217-35th-St-Sacramento-CA-95816/25784547_zpid/,236
"3445 Truckee Way, Sacramento, CA 95817",456946,Pre-foreclosure,2,1,1001,94203,https://www.zillow.com/homedetails/3445-Truckee-Way-Sacramento-CA-95817/25790676_zpid/,236
"3045 9th Ave, Sacramento, CA 95817",330870,Pre-foreclosure,3,,792,94203,https://www.zillow.com/homedetails/3045-9th-Ave-Sacramento-CA-95817/25798041_zpid/,236
"2600 27th St, Sacramento, CA 95818",472791,Pre-foreclosure,2,1,925,94203,https://www.zillow.com/homedetails/2600-27th-St-Sacramento-CA-95818/25791194_zpid/,236
"3408 Brockway Ct, Sacramento, CA 95818",1006952,Pre-foreclosure,4,2,1950,94203,https://www.zillow.com/homedetails/3408-Brockway-Ct-Sacramento-CA-95818/25796267_zpid/,236
"3754 2nd Ave, Sacramento, CA 95817",523366,Pre-foreclosure,3,2,1580,94203,https://www.zillow.com/homedetails/3754-2nd-Ave-Sacramento-CA-95817/25799415_zpid/,236
"3643 7th Ave, Sacramento, CA 95817",340938,Pre-foreclosure,2,1,864,94203,https://www.zillow.com/homedetails/3643-7th-Ave-Sacramento-CA-95817/25798160_zpid/,236
"613 Elizabeth St, West Sacramento, CA 95605",265165,Pre-foreclosure,2,1,960,94203,https://www.zillow.com/homedetails/613-Elizabeth-St-West-Sacramento-CA-95605/16513803_zpid/,236
"835 Graphite Ln, West Sacramento, CA 95691",441740,Pre-foreclosure,2,3,1401,94203,https://www.zillow.com/homedetails/835-Graphite-Ln-West-Sacramento-CA-95691/72558901_zpid/,236
"1148 Greenlea Ave, Sacramento, CA 95833",351308,Pre-foreclosure,3,2,1288,94203,https://www.zillow.com/homedetails/1148-Greenlea-Ave-Sacramento-CA-95833/26011518_zpid/,236
"3973 Sherman Way, Sacramento, CA 95817",460396,Pre-foreclosure,2,1,1020,94203,https://www.zillow.com/homedetails/3973-Sherman-Way-Sacramento-CA-95817/25799017_zpid/,236
"4156 11th Ave, Sacramento, CA 95817",258122,Pre-foreclosure,2,1,957,94203,https://www.zillow.com/homedetails/4156-11th-Ave-Sacramento-CA-95817/25800516_zpid/,236
"567 Swanston Dr, Sacramento, CA 95818",244077,Foreclosed,,,,94203,https://www.zillow.com/homedetails/567-Swanston-Dr-Sacramento-CA-95818/96044776_zpid/,236
"1924 T St, Sacramento, CA 95811",715259,Pre-foreclosure,,,15900,94203,https://www.zillow.com/homedetails/1924-T-St-Sacramento-CA-95811/148175322_zpid/,236
"1925 U St, Sacramento, CA 95818",46707,Pre-foreclosure,,,,94203,https://www.zillow.com/homedetails/1925-U-St-Sacramento-CA-95818/300341778_zpid/,236
